Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,YearsSinceRemodel,PricePerSF,TotalBath,TotalPorchSF,IsRenovated
1293,70,RM,60.0,6600.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,1378,994,0,2372.0,0,0,2,0,4,2,TA,11,Min2,0,Gd,Attchd,1985.0,RFn,1,432.0,TA,TA,Y,0,287,0,0,0,0,0,12,2009,WD,Normal,107500,3798.0,134,61,28.30437072143233,2.0,287,1
1294,60,RL,78.0,10140.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,832,832,0,1664.0,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528.0,TA,TA,Y,0,28,0,0,259,0,0,3,2006,WD,Normal,162900,3024.0,50,50,53.86904761904762,2.5,287,0
1295,20,RL,60.0,8172.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,GasA,TA,Y,SBrkr,864,0,0,864.0,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1957.0,Unf,2,572.0,TA,TA,N,0,0,0,0,0,0,0,4,2006,WD,Normal,115000,2300.0,71,36,50.0,2.0,0,1
1296,20,RL,70.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,Y,SBrkr,1052,0,0,1052.0,1,0,1,1,3,1,TA,5,Typ,0,Gd,Attchd,1968.0,RFn,1,288.0,TA,TA,Y,356,0,0,0,0,0,0,11,2006,WD,Normal,138500,2392.0,58,58,57.90133779264214,2.5,0,0
1297,20,RL,80.0,8700.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128.0,1,0,2,0,3,1,TA,6,Typ,0,Gd,Attchd,1963.0,RFn,2,525.0,TA,TA,Y,192,20,123,0,0,0,0,12,2008,WD,Normal,155000,2773.0,63,63,55.89614136314461,3.0,143,0
1298,180,RM,35.0,3675.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,Y,SBrkr,1072,0,0,1072.0,1,0,2,0,2,1,TA,5,Typ,0,Gd,Basment,2005.0,Fin,2,525.0,TA,TA,Y,0,44,0,0,0,0,0,6,2006,New,Partial,140000,2144.0,21,20,65.29850746268657,3.0,44,1
1299,60,RL,313.0,17673.5,Pave,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,2052,GasA,Ex,Y,SBrkr,4692,950,0,2747.625,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2,938.25,TA,TA,Y,214,292,0,0,0,480,0,1,2008,New,Partial,160000,5737.875,18,18,27.88488769797181,4.5,292,0
1300,20,RL,75.0,7500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,Y,SBrkr,1246,0,0,1246.0,1,0,1,1,3,1,Gd,6,Typ,0,Gd,Attchd,1959.0,RFn,1,305.0,TA,TA,Y,218,0,0,0,0,0,0,5,2010,WD,Normal,154000,2797.0,67,32,55.058991776903824,2.5,0,1
1301,60,RL,69.0,10762.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,Y,SBrkr,1005,978,0,1983.0,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,225000,3451.0,27,27,65.1984931903796,2.5,0,0
1302,70,RL,69.0,7500.0,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494.0,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213.0,TA,TA,P,0,0,0,0,224,0,0,11,2009,WD,Normal,177500,2478.0,84,76,71.63034705407587,1.0,224,1
1303,60,RL,92.0,10120.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SBrkr,1203,1323,0,2526.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844.0,TA,TA,Y,309,78,0,0,0,0,0,12,2006,WD,Normal,290000,4535.0,32,32,63.9470782800441,3.5,78,0
1304,20,RL,73.0,8688.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SBrkr,1616,0,0,1616.0,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2005.0,RFn,3,834.0,TA,TA,Y,208,59,0,0,0,0,0,4,2006,WD,Normal,232000,4066.0,21,21,57.05853418593212,2.0,59,0
1305,160,RM,32.0,3363.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,Y,SBrkr,976,732,0,1708.0,0,0,2,0,3,1,Gd,7,Maj1,0,Gd,Detchd,2004.0,Unf,2,380.0,TA,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,130000,3064.0,22,22,42.42819843342036,2.0,40,0
1306,20,RL,108.0,13173.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,GasA,Ex,Y,SBrkr,1652,0,0,1652.0,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840.0,TA,TA,Y,404,102,0,0,0,0,0,11,2009,WD,Normal,325000,4144.0,20,19,78.42664092664093,3.0,102,1
1307,120,RL,48.0,6955.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368.0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474.0,TA,TA,Y,132,35,0,0,0,0,0,9,2006,New,Partial,202500,3210.0,21,20,63.08411214953271,2.0,35,1
1308,20,RL,60.0,8072.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,Y,SBrkr,990,0,0,990.0,1,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,2000.0,Unf,2,480.0,TA,TA,Y,0,64,0,0,0,0,0,5,2009,WD,Normal,138000,2460.0,32,31,56.09756097560975,2.0,64,1
1309,20,RM,100.0,12000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,1122,0,0,1122.0,1,0,1,0,2,1,Gd,6,Typ,0,Gd,Attchd,1948.0,Unf,2,528.0,TA,TA,Y,0,36,0,0,0,0,0,5,2008,WD,Normal,147000,2574.0,78,21,57.10955710955711,2.0,36,1
1310,20,RL,69.0,7153.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,Y,SBrkr,1294,0,0,1294.0,1,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,1991.0,RFn,2,496.0,TA,TA,Y,112,51,0,0,0,0,0,6,2008,WD,Normal,179200,3068.0,35,35,58.40938722294654,3.0,51,0
1311,20,RL,100.0,17500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,Y,SBrkr,1902,0,0,1902.0,1,0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567.0,TA,TA,Y,0,207,162,0,0,0,0,5,2010,WD,Normal,335000,4371.0,67,24,76.6415008007321,3.0,369,1
1312,20,RL,68.0,8814.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,Y,SBrkr,1274,0,0,1274.0,1,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2005.0,RFn,2,508.0,TA,TA,Y,264,98,0,0,0,0,0,1,2007,New,Partial,203000,3056.0,21,19,66.42670157068063,3.0,98,1
1313,60,RL,69.0,9572.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1453,1357,0,2747.625,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750.0,Gd,Gd,Y,500,0,0,0,0,0,0,6,2007,WD,Normal,302000,4950.625,36,36,61.002398687034464,2.5,0,0
1314,60,RL,108.0,14774.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,Y,SBrkr,1422,1177,0,2599.0,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779.0,TA,TA,Y,668,30,0,0,0,0,0,5,2010,WD,Normal,333168,4771.0,27,27,69.83190106895829,2.5,30,0
1315,20,RL,60.0,8190.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,948,0,0,948.0,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280.0,TA,TA,Y,0,36,0,0,0,0,0,10,2007,WD,Normal,119000,2176.0,72,72,54.6875,2.0,36,0
1316,60,RL,85.0,11075.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1092,1020,0,2112.0,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576.0,TA,TA,Y,280,0,0,0,0,0,0,6,2008,WD,Normal,206900,3640.0,57,57,56.84065934065934,2.5,0,0
1317,20,RL,61.0,10226.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630.0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860.0,TA,TA,Y,172,42,0,0,0,0,0,1,2009,WD,Normal,295493,4112.0,18,18,71.86113813229572,3.0,42,0
1318,120,FV,47.0,4230.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SBrkr,1352,0,0,1352.0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466.0,TA,TA,Y,0,241,0,0,0,0,0,4,2007,New,Partial,208900,3170.0,20,19,65.89905362776025,2.0,241,1
1319,20,RL,69.0,14781.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,1787,0,0,1787.0,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748.0,TA,TA,Y,198,150,0,0,0,0,0,8,2006,WD,Normal,275000,4288.0,25,24,64.13246268656717,2.0,150,1
1320,20,RL,75.0,10215.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,948,0,0,948.0,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1954.0,Unf,1,248.0,TA,TA,Y,0,0,0,0,0,0,0,2,2007,WD,Normal,111000,2060.0,72,72,53.883495145631066,1.0,0,0
1321,20,RL,70.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,1478,0,0,1478.0,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442.0,TA,TA,Y,114,0,0,0,216,0,0,6,2009,WD,Normal,156500,3398.0,69,69,46.05650382577987,2.5,216,0
1322,20,RL,69.0,6627.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,42,Floor,TA,N,SBrkr,720,0,0,720.0,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1955.0,Unf,1,287.0,TA,Fa,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,72500,1049.0,77,76,69.11344137273593,1.0,0,1
1323,60,RL,107.0,10186.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923.0,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564.0,TA,TA,Y,240,39,0,0,0,0,0,6,2010,WD,Normal,190000,3237.0,34,34,58.69632375656472,3.5,39,0
1324,30,RL,50.0,5330.0,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,708,0,0,708.0,0,0,1,0,2,1,Fa,5,Typ,0,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,Y,164,0,0,0,0,0,0,12,2009,WD,Normal,82500,1128.0,86,76,73.13829787234043,1.0,0,1
1325,20,RL,75.0,9986.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,Y,SBrkr,1795,0,0,1795.0,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895.0,TA,TA,Y,0,49,0,0,0,0,0,2,2007,New,Partial,147000,4485.0,20,19,32.77591973244147,2.0,49,1
1326,30,RM,40.0,3636.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,N,SBrkr,796,0,0,796.0,0,0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,N,0,0,100,0,0,0,0,1,2008,WD,Normal,55000,1592.0,104,76,34.54773869346734,1.0,100,1
1327,30,RH,70.0,4270.0,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774.0,0,0,1,0,3,1,Gd,6,Typ,0,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,Y,0,0,286,0,0,0,0,5,2007,WD,Normal,79000,1318.0,95,20,59.93930197268589,1.0,286,1
1328,20,RL,60.0,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,816,0,0,816.0,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264.0,TA,TA,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,130500,1896.0,44,18,68.82911392405063,1.5,0,1
1329,50,RM,60.0,10440.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2747.625,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520.0,Fa,TA,Y,0,547,0,0,480,0,1150,6,2008,WD,Normal,256000,4777.625,106,76,53.58310876219879,2.0,1027,1
1330,60,RL,63.0,9084.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,955,677,0,1632.0,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462.0,TA,TA,Y,0,28,0,0,0,0,0,6,2006,WD,Normal,176500,3029.0,28,28,58.270056124133376,2.5,28,0
1331,20,RL,85.0,10000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825.0,TA,TA,Y,144,45,0,0,0,0,0,12,2007,WD,Normal,227000,4001.0,20,20,56.7358160459885,2.0,45,0
1332,80,RL,55.0,10780.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954.0,0,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,1976.0,Unf,2,576.0,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,132500,2441.0,50,50,54.281032363785336,1.0,0,0
1333,20,RL,67.0,8877.0,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,816,0,0,816.0,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288.0,Fa,Fa,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,100000,1920.0,88,68,52.083333333333336,2.0,0,1
1334,50,RM,60.0,7200.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,803,557,0,1360.0,0,0,1,1,2,1,Gd,6,Typ,0,Gd,Detchd,1951.0,Unf,1,297.0,TA,TA,Y,0,65,190,0,0,0,0,7,2006,WD,Normal,125500,2460.0,88,31,51.016260162601625,1.5,255,1
1335,160,RM,24.0,2368.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,Y,SBrkr,765,600,0,1365.0,0,0,1,1,3,1,TA,7,Min1,0,Gd,Attchd,1970.0,Unf,2,440.0,TA,TA,Y,0,36,0,0,0,0,0,5,2009,WD,Normal,125000,2570.0,56,56,48.63813229571984,1.5,36,0
1336,20,RL,80.0,9650.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,Y,SBrkr,1334,0,0,1334.0,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630.0,TA,TA,Y,0,16,0,0,0,0,0,4,2009,WD,Normal,167900,3314.0,49,49,50.66385033192517,2.5,16,0
1337,90,RL,87.0,9246.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,Y,SBrkr,1656,0,0,1656.0,0,0,2,0,4,2,TA,8,Typ,0,Gd,Detchd,1973.0,Unf,2,506.0,TA,TA,Y,0,211,0,0,0,0,0,11,2008,WD,Normal,135000,3818.0,53,53,35.35882661079099,2.0,211,0
1338,30,RM,153.0,4118.0,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,693,Grav,Fa,N,FuseA,693,0,0,693.0,0,0,1,0,2,1,Fa,4,Typ,0,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,N,0,20,0,0,0,0,0,3,2006,WD,Normal,52500,1386.0,85,76,37.878787878787875,1.0,20,1
1339,60,RL,95.0,13450.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,Y,SBrkr,920,941,0,1861.0,1,0,2,1,3,1,Gd,8,Typ,0,Gd,BuiltIn,2002.0,RFn,2,492.0,TA,TA,Y,146,91,0,0,0,0,0,6,2006,WD,Normal,200000,3269.0,24,24,61.1807892321811,3.5,91,0
1340,20,RL,120.0,9560.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Y,SBrkr,864,0,0,864.0,0,0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1972.0,RFn,1,288.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,128500,2016.0,54,54,63.74007936507937,1.0,0,0
